pid,ad_title,target_age_group,target_gender,target_mood,target_weather
A66OOJ1EX69152E1,hot coffee for adults bringing simple in cold weather,65+,Female,neutral,cold
H88OXD9TSZUBTK7L,ladies tea pack for adults bringing simple in rainy weather,65+,Female,neutral,rainy
B0WVQBQ9QIRYFNI9,winter jacket for adults bringing warmth in cold weather,65+,Female,Sad,cold
XGA2HXQLVHTSVGJJ,ladies thermal wear for adults bringing comfort in cold weather,65+,Female,Angry,cold
VS1Q6Q4EJ270W9UG,soft gloves for adults bringing warmth in cold weather,65+,Male,Sad,cold
05MAYZTJ7L81AJQ2,hot coffee for young adults bringing simple in cold weather,18-39,Male,neutral,cold
D8EEJC5U8CI4F2IW,umbrella for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
CJHKTMK2BNMOIAGY,soft gloves for adults bringing warmth in cold weather,65+,Male,Sad,cold
66F9RRVUB17PAAJM,raincoat for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
HKP54KI4H8WKTZT6,tea pack for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
G1MQLOM7KIOIQ9DV,cozy beanie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
8NHASZKHRCO95O0Z,raincoat for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
UAUG2S391494B5DN,ladies raincoat for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
QUKXL9UFJO9LDK7Y,moisture cream for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
AB02BHPHFNHTXCCX,warm hoodie for adults bringing simple in cold weather,65+,Male,neutral,cold
44WUEQEYWZ68FJ04,soft gloves for adults bringing comfort in cold weather,65+,Male,Angry,cold
5CHX16QJ9NZNG4SJ,raincoat for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
P9WQWNXZ2HT6NSIE,ladies umbrella for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
O56HD99A39PB0N9L,hot coffee for adults bringing simple in cold weather,65+,Male,neutral,cold
ZQ61R58RGRFB1YO0,winter jacket for kids bringing simple in cold weather,Kids,Female,neutral,cold
KIM9KJHQ1ZPKHCZ0,ladies cozy beanie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
WAMJBKX6QD8LCMVZ,soft gloves for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
TTNELKUEJHSTZCB7,hot coffee for kids bringing simple in cold weather,Kids,Male,neutral,cold
2725TBLH5V2BLR4J,winter jacket for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
AXVYC7J8H7YLJ95F,windbreaker for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
K5LUR5THZOZB0HWO,winter jacket for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
X8FVDEKYPDLV1VGT,cozy beanie for kids bringing simple in cold weather,Kids,Male,neutral,cold
FH10FPFV60OV2WFP,umbrella for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
9KEI4SLZ5OAJKOP9,tea pack for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
D9WE8IOX75BWBRU7,hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
V56K5S1ZPLWFF577,ladies warm hoodie for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
XDBM660Z8JZHF1ER,waterproof boots for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
3WAT90ZRLWQUB4QC,hot coffee for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
W48S9C1JAHY1XQDP,tea pack for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
YOB3WDV90E80060S,tea pack for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
6J0UJ78HHAQ2ZWWD,raincoat for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
0KSFNI23FYEAENH9,hot coffee for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
QZ0ZYBDRNJRU0G96,soft gloves for adults bringing comfort in cold weather,65+,Female,Angry,cold
45X8YNLLG1YQH0QD,windbreaker for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
WWCX8B0ZSDRII0OS,soft gloves for adults bringing simple in cold weather,65+,Female,neutral,cold
2VJ6WR3FB3G0N31I,raincoat for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
KZHHAQQ1ZW7R1E7M,umbrella for adults bringing delight in rainy weather,65+,Female,Happy,rainy
CBS9B3MEL464IGYN,cozy beanie for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
P518BB5K37464LKH,umbrella for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
9SBC72I3RRN4J2GD,cozy beanie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
P2Z7D8X5JCCSI9PM,tea pack for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
4RH79QROG2XSIP0O,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
4VNGK3MA6MS4HBBA,waterproof boots for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
R8HM3VKCAZ181QO6,windbreaker for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
A6PXEUCESZTYW2SL,waterproof boots for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
XHGBSXLMSY0E2YR2,ladies windbreaker for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
XHT7WNYYEHHAEJC9,hot coffee for adults bringing delight in cold weather,65+,Male,Happy,cold
U1CYCGRI9I3N5HA8,ladies cozy beanie for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
FH9ZXHFH301NVEDN,tea pack for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
28Q1M0QW1OZFCQMX,ladies umbrella for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
7JLM6Q3LLHH78H3U,ladies moisture cream for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
H1TXEMUMELZ47FB4,warm hoodie for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
3D1NAT8KR4EEELFU,umbrella for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
KBQD8KMIXTL3EK0A,ladies moisture cream for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
T6CP7XSYX5NTSREU,warm hoodie for kids bringing warmth in cold weather,Kids,Male,Sad,cold
OOXVI5U3PBKF2QKQ,hot coffee for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
E9EJ4TIX9NGTCAFR,cozy beanie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
TDDKNBL5FP9SCH7R,warm hoodie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
V6ZGU9V66CXMIP7J,windbreaker for adults bringing simple in rainy weather,65+,Male,neutral,rainy
8CZFC1XXPJ7EZS80,windbreaker for adults bringing simple in rainy weather,65+,Female,neutral,rainy
04SAGBGMGC5FJAPQ,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
MM2DY3MKFD4VZ6JW,ladies thermal wear for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
DIOK3SAFUGNCHMON,umbrella for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
DFTEFYQOHZ04CTQA,ladies raincoat for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
8FKMO242DTX9235S,warm hoodie for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
NGLMO42QRZSEDQB7,winter jacket for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
ZT4X8DY849L4S6WQ,ladies soft gloves for young adults bringing simple in cold weather,18-39,Female,neutral,cold
MVLMTSGNIIUC79OX,raincoat for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
3E3JXJDZLBOL2ATC,ladies soft gloves for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
N7IO0VPZSY4I2MU9,ladies umbrella for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
6TUFG6JOX8VSHNOZ,waterproof boots for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
J2ABJYPV6QZQZVO0,windbreaker for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
J3REJG2MRFA0ZCQI,ladies thermal wear for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
3F9SFK0N8P0VQY9H,waterproof boots for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
VK4ML7OJPZI9VKTP,thermal wear for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
R3X04TO0H98J2LXE,moisture cream for adults bringing delight in rainy weather,65+,Male,Happy,rainy
QWW57W6MUGKIT7JF,warm hoodie for kids bringing simple in cold weather,Kids,Female,neutral,cold
IWFP2M9SWB9SR4UM,tea pack for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
6YUAAPHU6T219WBY,moisture cream for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
QKKLMEBHX8JZME4J,ladies thermal wear for adults bringing simple in cold weather,65+,Female,neutral,cold
778O52AJEE1YMISD,soft gloves for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
5EB5YQK38C9GQ47I,ladies tea pack for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
4G1C697K9LW3Z8Z3,hot coffee for kids bringing warmth in cold weather,Kids,Male,Sad,cold
D0LTIX8ESHB7GFYY,raincoat for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
MR964ARH9TKGS0UG,waterproof boots for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
DXH4LP1OC93G7Y00,windbreaker for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
AOUIS6QOODSG6JCS,warm hoodie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
4N3GFI2WF590G2TR,winter jacket for kids bringing warmth in cold weather,Kids,Male,Sad,cold
MABUZGD5Y7UDMCY9,warm hoodie for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
T130SPSUBMHT1OLL,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
6TSPUZ33YKGGLX7K,warm hoodie for kids bringing comfort in cold weather,Kids,Male,Angry,cold
4090DQPHQQWQNSEN,warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
LGPST1TZEV820H7F,ladies windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
538QSHGAYPLC2NM2,cozy beanie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
YGS6JCML72Z6I9WZ,raincoat for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
O5WEWF0DSMR82O30,tea pack for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
PAK3DYOZEYBK69Z8,cozy beanie for young adults bringing simple in cold weather,18-39,Male,neutral,cold
RX43M4VTGCF4YH08,hot coffee for kids bringing simple in cold weather,Kids,Male,neutral,cold
TECRZL6J5EG36Q6J,moisture cream for adults bringing simple in rainy weather,65+,Male,neutral,rainy
UJXJCKATGAHDURGU,tea pack for adults bringing simple in rainy weather,65+,Female,neutral,rainy
DJTP6BX7CMN9DRQI,tea pack for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
XM7I01I7IN5FZASM,ladies thermal wear for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
8OWMUFWE7C7IX6S7,cozy beanie for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
BWVT2JMA1RFKLWRX,ladies warm hoodie for adults bringing warmth in cold weather,65+,Female,Sad,cold
6ANCYB4G6M8PXC5F,ladies umbrella for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
6NM8PCU31EOBNDRQ,hot coffee for kids bringing comfort in cold weather,Kids,Female,Angry,cold
OPX9F8NL8WAVGPS8,warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
M1QV9MPMPNLOCY5R,tea pack for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
8OARURYLM1QC8C9F,ladies winter jacket for kids bringing delight in cold weather,Kids,Female,Happy,cold
R89YH7NON9JWCRKU,hot coffee for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
FX2SAJ08I5SYAHQR,warm hoodie for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
4B567OXDRGFAKQ6E,waterproof boots for adults bringing simple in rainy weather,65+,Male,neutral,rainy
A5FFEXSBHAH92RP9,tea pack for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
L8SJU7MWH2SQJ2AY,winter jacket for young adults bringing simple in cold weather,18-39,Male,neutral,cold
P5GQPU0QM5ZOH3HI,warm hoodie for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
AAT7QASHMU89CCUN,umbrella for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
IZA2UWLAQZLFT4RG,raincoat for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
P9WO8SLAPE4LPU7N,windbreaker for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
ZF8ZLDWLUOYPMFHT,cozy beanie for young adults bringing delight in cold weather,18-39,Male,Happy,cold
6U04C80LW76REG20,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
UAI3KN34IOTHU6RV,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
2IBYYKZQO5KU0N5G,ladies windbreaker for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
OULWVKG5AGU8SYPZ,soft gloves for kids bringing simple in cold weather,Kids,Male,neutral,cold
J85YNNVIPFH5BD76,warm hoodie for adults bringing delight in cold weather,65+,Male,Happy,cold
U3M8R0P10NFC1DE2,raincoat for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
QK2NUX7NYSG3LO4D,waterproof boots for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
C56P2PUORNQDOWVA,ladies cozy beanie for kids bringing simple in cold weather,Kids,Female,neutral,cold
9KKXR01UN18ZFNTF,raincoat for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
NCLCDOXXDNC2WTGI,windbreaker for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
MSYHA2BG8J92XK59,warm hoodie for adults bringing simple in cold weather,65+,Male,neutral,cold
XJ4KN1MEZRMIH069,moisture cream for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
EJZN6D3H9HZ9499N,cozy beanie for kids bringing delight in cold weather,Kids,Male,Happy,cold
TPI1ZQTVDAW9D1GJ,warm hoodie for adults bringing comfort in cold weather,65+,Male,Angry,cold
U5QYCJBHGK54QPV9,windbreaker for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
167Y0S8823484C0I,ladies windbreaker for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
3ALB497Y9IXN9VM7,ladies waterproof boots for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
O4QVZBJGDZ7P45CD,ladies windbreaker for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
YA5T5EFDWWEP7SY1,ladies warm hoodie for young adults bringing simple in cold weather,18-39,Female,neutral,cold
ERCYMT1LRHSE7WZ8,waterproof boots for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
Y567PK0S10ASVY3S,hot coffee for kids bringing simple in cold weather,Kids,Male,neutral,cold
5C8D4R3XOLF1DX94,umbrella for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
5WCXS4CS3E39A9C6,winter jacket for kids bringing warmth in cold weather,Kids,Male,Sad,cold
T7U60GTT8LOW3OBY,umbrella for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
OLS2AE4YMYSN8IUD,warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
UEZ27X60IEALS4Y7,ladies moisture cream for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
5NOI4GRE3656YB3T,ladies winter jacket for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
BHOL5TSIDG3RC8S9,hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
UCPZ5WKT5O6XHK0A,tea pack for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
V1CZLJ0Z25IH0Y49,tea pack for adults bringing delight in rainy weather,65+,Male,Happy,rainy
ZI8CUYZXDUFNNP7K,warm hoodie for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
GPB70AWK7LJFDPXV,waterproof boots for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
QFK2M5ZN91PUB0AB,ladies winter jacket for adults bringing warmth in cold weather,65+,Female,Sad,cold
XNH9RBCEY1I3YNFI,umbrella for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
38DRDJSUSV1EPYZ3,umbrella for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
2LVTEQ53VH52OQ1J,cozy beanie for adults bringing delight in cold weather,65+,Male,Happy,cold
V3MNPXCPHTD3UZZW,hot coffee for kids bringing comfort in cold weather,Kids,Female,Angry,cold
TDO9EYG3GDVVYWYS,ladies thermal wear for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
JQVHBBS6HZRD65SP,thermal wear for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
T982IG5EH8A8ICWT,ladies umbrella for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
YEIBDQZZDTPLHSCF,thermal wear for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
IAK6HKG5Z6KES7AM,waterproof boots for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
EI2YCQ87PMNM4M3G,windbreaker for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
36RHU9PI5FG420RR,hot coffee for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
6AUL9DZC24WCM7XD,ladies winter jacket for kids bringing delight in cold weather,Kids,Female,Happy,cold
5WZL17AJ3GD0UI63,cozy beanie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
N7OZZ9RBU50JXFL4,moisture cream for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
TCW63G991G9HZ23I,raincoat for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
QRWCOBCUX9PBHGI1,hot coffee for adults bringing comfort in cold weather,65+,Female,Angry,cold
4AVHBAEADOSRXZTD,raincoat for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
7QG4H2VF4QA1S8L2,windbreaker for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
6ARBLPS7G3N34KSB,warm hoodie for kids bringing comfort in cold weather,Kids,Male,Angry,cold
IO1PQ52IHW6FL2XH,raincoat for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
FR43YY7X9B9FP8SU,umbrella for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
DUHPXWLR9YGL8B1N,moisture cream for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
CZ3RJUNIOTI1WU11,soft gloves for young adults bringing simple in cold weather,18-39,Male,neutral,cold
VBKVMTIW7EOFAE4P,ladies warm hoodie for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
9RVOXM3L2C72UI5Q,moisture cream for adults bringing delight in rainy weather,65+,Male,Happy,rainy
